Rank,Game,Month,Year,Hours_watched,Hours_Streamed,Peak_viewers,Peak_channels,Streamers,Avg_viewers,Avg_channels,Avg_viewer_ratio
45,Super Smash Bros. for Wii U,9,2016,809876,15947 hours,17766,72,2032,1126,22,50.79
46,Forza Horizon 3,9,2016,765508,37807 hours,37343,430,9505,1064,52,20.25
47,Fallout 4,9,2016,741296,114858 hours,10599,416,21007,1031,159,6.45
48,The Binding of Isaac: Afterbirth,9,2016,731352,15911 hours,11570,56,2552,1017,22,45.97
49,Warcraft III,9,2016,703585,15832 hours,6072,48,1087,978,22,44.44
50,Paragon,9,2016,648915,78898 hours,3047,222,9467,902,109,8.22
51,BioShock: The Collection,9,2016,629706,16487 hours,14143,133,4659,875,22,38.19
52,The Legend of Zelda: Ocarina of Time,9,2016,620460,8564 hours,4111,44,834,862,11,72.45
53,Lineage II: The Chaotic Throne - The 1st Throne: The Kamael,9,2016,554268,23659 hours,5559,90,1364,770,32,23.43
54,Mafia II,9,2016,535046,4710 hours,21766,34,917,744,6,113.6
55,Tom Clancy's The Division,9,2016,527140,67294 hours,4568,169,10890,733,93,7.83
56,World of Warships,9,2016,520583,29390 hours,2773,89,3081,724,40,17.71
57,Summoners War: Sky Arena,9,2016,506810,12397 hours,6602,43,808,704,17,40.88
58,Final Fantasy XIV: Heavensward,9,2016,506621,41578 hours,32264,290,6043,704,57,12.18
59,Super Smash Bros. Melee,9,2016,483617,10727 hours,5390,51,1867,672,14,45.08
60,Virtual Reality,9,2016,483551,2020 hours,40281,14,337,672,2,239.38
61,Dark Souls,9,2016,482832,16559 hours,4568,49,2512,671,23,29.16
62,The Elder Scrolls V: Skyrim,9,2016,472926,29130 hours,8510,89,4193,657,40,16.24
63,Social Eating,9,2016,464761,5350 hours,15105,26,2969,646,7,86.87
64,7 Days to Die,9,2016,448301,66628 hours,2036,197,9429,623,92,6.73
65,Black Desert Online,9,2016,448179,27959 hours,3916,64,2398,623,38,16.03
66,Pok<U+00E9>mon GO,9,2016,446483,4665 hours,7849,21,1408,620,6,95.71
67,RimWorld,9,2016,434915,15296 hours,9882,43,1682,604,21,28.43
68,osu!,9,2016,427259,60171 hours,2990,171,13550,594,83,7.1
69,Battlefield 4,9,2016,419673,82671 hours,3660,288,22063,583,114,5.08
70,The Witcher 3: Wild Hunt,9,2016,380928,41835 hours,3856,117,7603,529,58,9.11
71,Tibia,9,2016,380296,15650 hours,1919,48,1284,528,21,24.3
72,Vainglory,9,2016,375910,7698 hours,8648,25,659,522,10,48.83
73,The Elder Scrolls Online,9,2016,372883,34518 hours,2526,96,5518,518,48,10.8
74,Blade & Soul,9,2016,362491,27089 hours,6516,76,2076,504,37,13.38
75,Shadowverse,9,2016,359424,5500 hours,24552,28,679,499,7,65.35
76,Diablo II: Lord of Destruction,9,2016,352293,6094 hours,4576,20,591,489,8,57.81
77,Retro,9,2016,341476,19492 hours,7001,65,1440,474,27,17.52
78,Casino Games,9,2016,338439,4595 hours,2338,25,371,470,6,73.65
79,Garry's Mod,9,2016,337994,19101 hours,14669,93,5063,470,26,17.7
80,Mortal Kombat X,9,2016,332222,15967 hours,6981,49,4583,462,22,20.81
81,Bloodborne,9,2016,324460,26991 hours,7248,73,5203,451,37,12.02
82,ReCore,9,2016,312280,15148 hours,27537,203,3758,434,21,20.62
83,Team Fortress 2,9,2016,311695,17462 hours,7836,61,3605,433,24,17.85
84,M.U.G.E.N,9,2016,308309,1389 hours,696,6,54,428,1,221.96
85,Divinity: Original Sin,9,2016,305927,3918 hours,8551,21,749,425,5,78.08
86,Super Mario 64,9,2016,296336,8180 hours,6093,29,1064,412,11,36.23
87,Sid Meier's Civilization V,9,2016,291622,9304 hours,2897,41,1782,405,12,31.34
88,Worms W.M.D,9,2016,287751,2696 hours,30849,19,740,400,3,106.73
89,Tales of Berseria,9,2016,286859,3837 hours,5411,23,177,398,5,74.76
90,The King of Fighters XIV,9,2016,285642,6925 hours,9668,33,1497,397,9,41.25
91,Guild Wars 2,9,2016,282181,21103 hours,5582,71,2358,392,29,13.37
92,Kerbal Space Program,9,2016,271905,8922 hours,2670,37,1334,378,12,30.48
93,The Bunker,9,2016,270682,1243 hours,39468,27,539,376,1,217.77
94,Kartrider,9,2016,266733,2747 hours,4689,25,439,370,3,97.1
95,Resident Evil 5,9,2016,264458,5406 hours,8927,23,2213,367,7,48.92
96,The Legend of Zelda: Majora's Mask,9,2016,261145,3667 hours,2074,17,335,363,5,71.21
97,Miscreated,9,2016,260933,12510 hours,6843,44,1759,362,17,20.86
98,Resident Evil 4,9,2016,256716,38240 hours,3240,188,6945,357,53,6.71
99,Call of Duty: Black Ops II,9,2016,256267,21626 hours,6231,77,3971,356,30,11.85
100,Diablo III,9,2016,255656,35077 hours,1482,102,6358,355,48,7.29
101,Warframe,9,2016,246839,49318 hours,9284,144,9200,343,68,5.01
102,Euro Truck Simulator 2,9,2016,241750,27055 hours,5239,116,3839,336,37,8.94
103,Star Citizen,9,2016,240066,9703 hours,2432,40,1361,333,13,24.74
104,Mafia,9,2016,240055,1074 hours,11806,12,170,333,1,223.51
105,Persona 5,9,2016,237168,5379 hours,1790,34,222,329,7,44.09
106,Paladins,9,2016,236891,28180 hours,4055,162,7386,329,39,8.41
107,The Underground Man,9,2016,232615,1396 hours,15741,25,332,323,1,166.63
108,HITMAN,9,2016,221476,5591 hours,22417,45,1555,308,7,39.61
109,I Wanna Be The Guy,9,2016,220580,4097 hours,3780,19,335,306,5,53.84
110,Fallout: New Vegas,9,2016,220092,4993 hours,14958,21,1046,306,6,44.08
111,Heroes of Might and Magic III: The Shadow of Death,9,2016,211182,2432 hours,11204,13,188,293,3,86.83
112,Project Highrise,9,2016,205267,1247 hours,28568,21,346,285,1,164.61
113,Sid Meier's Civilization VI,9,2016,203856,110 hours,26719,11,29,283,0,1853.24
114,Dead Rising,9,2016,200704,8421 hours,7651,83,1696,279,11,23.83
115,Smash + Grab,9,2016,198627,1722 hours,31640,32,508,276,2,115.35
116,Farming Simulator 15,9,2016,196762,23740 hours,1932,94,2841,273,33,8.29
117,Final Fantasy VII,9,2016,194049,7025 hours,6101,26,994,269,9,27.62
118,Cossacks 3,9,2016,191679,2599 hours,15937,43,602,266,3,73.75
119,Board Games,9,2016,191036,955 hours,16613,10,177,265,1,200.04
120,Games + Demos,9,2016,189685,5677 hours,10701,22,1514,263,7,33.41
121,Attack on Titan,9,2016,187941,22852 hours,12211,166,6413,261,31,8.22
122,MapleStory,9,2016,185974,12464 hours,1186,38,1066,258,17,14.92
123,The Elder Scrolls: Legends,9,2016,185809,7259 hours,4531,26,832,258,10,25.6
124,Golf With Your Friends,9,2016,185490,5278 hours,7023,35,2330,257,7,35.14
125,FTL: Faster Than Light,9,2016,181129,3239 hours,2703,16,618,251,4,55.92
126,EVE Online,9,2016,176166,6595 hours,2788,27,738,245,9,26.71
127,Super Mario RPG: Legend of the Seven Stars,9,2016,173654,1392 hours,7994,11,187,241,1,124.75
128,Subnautica,9,2016,166451,5868 hours,4583,24,1074,231,8,28.37
129,The Culling,9,2016,164479,4802 hours,3785,19,668,228,6,34.25
130,PLAYERUNKNOWN'S BATTLEGROUNDS,9,2016,163045,743 hours,40509,76,214,226,1,219.44
131,Pro Evolution Soccer 2017,9,2016,161557,10351 hours,13572,78,1888,224,14,15.61
132,Roblox,9,2016,161258,25670 hours,9548,108,8910,224,35,6.28
133,Age of Empires II,9,2016,158921,3356 hours,4629,15,237,221,4,47.35
134,Uncharted 4: A Thief's End,9,2016,158572,27218 hours,4930,77,5420,220,37,5.83
135,Microsoft Flight Simulator X,9,2016,158167,13236 hours,2659,50,1135,219,18,11.95
136,Dark Souls II,9,2016,158100,3105 hours,3054,17,506,219,4,50.92
137,The Last of Us,9,2016,155425,25138 hours,1684,75,5082,216,34,6.18
138,EA Sports UFC 2,9,2016,154797,12698 hours,16717,45,3241,215,17,12.19
139,Event[0],9,2016,154677,392 hours,31570,7,156,215,0,394.58
140,Killer Instinct,9,2016,152637,5110 hours,7598,28,1377,212,7,29.87
141,Divinity: Original Sin II,9,2016,150832,1621 hours,8374,29,394,209,2,93.05
142,Ragnarok Online,9,2016,148991,7128 hours,5609,29,421,207,9,20.9
143,Elite: Dangerous,9,2016,148836,17061 hours,2377,54,1779,207,23,8.72
144,Heroes of Newerth,9,2016,148372,6482 hours,1052,21,514,206,9,22.89
145,War Thunder,9,2016,144811,19505 hours,1302,66,3249,201,27,7.42
146,Twitch Plays,9,2016,143822,8669 hours,441,16,96,200,12,16.59
147,The Turing Test,9,2016,141741,2269 hours,26029,20,598,197,3,62.47
148,Metal Gear Solid V: The Phantom Pain,9,2016,141338,21243 hours,2417,64,4021,196,29,6.65
149,Outlast,9,2016,140168,10602 hours,9914,55,4422,194,14,13.22
150,The Sims 4,9,2016,139745,9053 hours,5426,39,1925,194,12,15.44
151,Left 4 Dead 2,9,2016,139109,11162 hours,7108,37,3347,193,15,12.46
152,Deus Ex: Mankind Divided,9,2016,136931,10856 hours,7532,63,3426,190,15,12.61
153,DOOM,9,2016,134114,16134 hours,4800,52,5434,186,22,8.31
154,Blood Bowl 2,9,2016,133756,2525 hours,2790,12,321,186,3,52.97
155,NHL 17,9,2016,133160,7880 hours,4287,65,2914,185,10,16.9
156,No Man's Sky,9,2016,130819,24530 hours,5341,122,5846,181,34,5.33
157,Star Wars Battlefront,9,2016,129753,26612 hours,2044,133,0,180,37,4.88
158,Faeria,9,2016,129622,1690 hours,8264,10,264,180,2,76.7
159,Borderlands 2,9,2016,128119,17544 hours,4538,58,3699,178,24,7.3
160,Grand Theft Auto: San Andreas,9,2016,127259,8269 hours,3364,38,2023,176,11,15.39
161,Super Mario Sunshine,9,2016,125497,3044 hours,4906,14,408,174,4,41.23
162,Osiris: New Dawn,9,2016,125169,2424 hours,4775,77,630,174,3,51.64
163,Quiplash,9,2016,122813,3146 hours,19606,22,1227,170,4,39.04
164,TwitchCon 2016,9,2016,119450,166 hours,44758,37,75,166,0,719.58
165,Life is Strange,9,2016,118903,6998 hours,2347,29,2575,165,9,16.99
166,Duelyst,9,2016,118836,3836 hours,7964,17,605,165,5,30.98
167,Halcyon 6: Starbase Commander,9,2016,117101,1299 hours,4786,15,279,162,1,90.15
168,Prime World,9,2016,117003,5392 hours,1057,21,291,162,7,21.7
169,Gears of War: Ultimate Edition,9,2016,116416,15868 hours,1193,58,3278,161,22,7.34
170,Tabletop Simulator,9,2016,115353,2202 hours,6206,13,625,160,3,52.39
171,Dark Souls II: Scholar of the First Sin,9,2016,115214,14052 hours,3176,41,2407,160,19,8.2
172,Cities: Skylines,9,2016,115059,6963 hours,1550,26,1401,160,9,16.52
173,Town of Salem,9,2016,113511,4303 hours,12613,21,1282,157,5,26.38
174,Undertale,9,2016,113213,8553 hours,1579,59,2210,157,11,13.24
175,Blackjack,9,2016,112768,531 hours,23977,5,104,156,0,212.37
176,Super Metroid,9,2016,112005,4205 hours,2014,23,418,155,5,26.64
177,Batman: The Telltale Series,9,2016,111702,2384 hours,8005,57,1256,155,3,46.85
178,Guilty Gear Xrd: Revelator,9,2016,110340,3519 hours,7705,16,747,153,4,31.36
179,Geometry Dash,9,2016,109475,13113 hours,1768,56,2467,152,18,8.35
180,XCOM 2,9,2016,108684,8345 hours,1445,83,1486,151,11,13.02
181,"Warhammer 40,000: Eternal Crusade",9,2016,108146,3005 hours,6867,31,328,150,4,35.99
182,Layers of Fear,9,2016,107647,3243 hours,9949,21,1401,149,4,33.19
183,Ghost of a Tale,9,2016,107458,182 hours,24189,7,53,149,0,590.43
184,Metal Gear Solid 2: Sons of Liberty,9,2016,106774,610 hours,2320,5,64,148,0,175.04
185,Guitar Hero III: Legends of Rock,9,2016,106595,2702 hours,10062,13,602,148,3,39.45
186,Terraria,9,2016,106533,15679 hours,1429,58,3675,148,21,6.79
187,Monster Hunter Generations,9,2016,105569,4729 hours,846,24,291,146,6,22.32
188,Spongebob Squarepants: Battle For Bikini Bottom,9,2016,104509,702 hours,29986,7,83,145,0,148.87
189,Danganronpa 2: Goodbye Despair,9,2016,101903,2638 hours,2767,13,284,141,3,38.63
190,Company of Heroes 2,9,2016,100031,4926 hours,1904,20,663,139,6,20.31
191,Evolve,9,2016,99010,10052 hours,1684,35,2088,137,13,9.85
192,RPG Maker,9,2016,97907,1148 hours,5303,10,206,136,1,85.28
193,Puzzle & Dragons,9,2016,97596,2822 hours,2033,20,289,135,3,34.58
194,HEX: Shards of Fate,9,2016,96833,2281 hours,1660,18,148,134,3,42.45
195,Neverwinter,9,2016,96727,28645 hours,466,96,4683,134,39,3.38
196,Phoenix Wright: Ace Attorney <U+2212> Spirit of Justice,9,2016,96620,842 hours,2287,8,56,134,1,114.75
197,F1 2016,9,2016,95744,3712 hours,13641,25,1934,133,5,25.79
198,Factorio,9,2016,95310,7260 hours,2670,28,904,132,10,13.13
199,Metro: Last Light,9,2016,94102,1041 hours,15731,10,335,130,1,90.4
200,This Is the Police,9,2016,93135,1395 hours,5184,12,424,129,1,66.76
1,League of Legends,10,2016,104305242,1155966 hours,952308,2591,111071,140383,1555,90.23
2,Hearthstone,10,2016,35799234,168565 hours,192995,381,23322,48182,226,212.38
3,Counter-Strike: Global Offensive,10,2016,35446861,577243 hours,336075,1646,86193,47707,776,61.41
4,Dota 2,10,2016,33623777,305625 hours,217120,860,28069,45254,411,110.02
5,World of Warcraft,10,2016,18819570,597772 hours,105419,2324,49782,25329,804,31.48
6,Overwatch,10,2016,14653679,620097 hours,118438,2047,95883,19722,834,23.63
7,Z1: Battle Royale,10,2016,13079022,276605 hours,60722,595,27505,17602,372,47.28
8,Destiny,10,2016,9845775,822454 hours,92396,2568,85869,13251,1106,11.97
9,FIFA 17,10,2016,8999455,213882 hours,56735,903,40416,12112,287,42.08
10,Battlefield 1,10,2016,7950877,282887 hours,80858,1548,68653,10701,380,28.11
11,Talk Shows & Podcasts,10,2016,5786472,60340 hours,62023,176,13893,7787,81,95.9
12,Minecraft,10,2016,4544535,288039 hours,39662,884,55027,6116,387,15.78
13,RuneScape,10,2016,4426795,69880 hours,23514,169,6564,5958,94,63.35
14,Creative,10,2016,4400410,177541 hours,28614,377,22433,5922,238,24.79
15,Call of Duty: Black Ops III,10,2016,4365949,523859 hours,25278,1752,101722,5876,705,8.33
16,Dead by Daylight,10,2016,4224259,105987 hours,25113,405,10163,5685,142,39.86
17,World of Tanks,10,2016,4216872,117178 hours,51897,350,11398,5675,157,35.99
18,StarCraft II,10,2016,3833030,48099 hours,46305,117,4552,5158,64,79.69
19,Arma 3,10,2016,3422938,87016 hours,20772,281,7807,4606,117,39.34
20,Dark Souls III,10,2016,3346006,128053 hours,63452,1061,22431,4503,172,26.13
21,Heroes of the Storm,10,2016,3292642,78121 hours,41122,192,8043,4431,105,42.15
22,Sid Meier's Civilization VI,10,2016,3169270,38500 hours,47793,449,5496,4265,51,82.32
23,Street Fighter V,10,2016,2868105,24912 hours,45869,68,4060,3860,33,115.13
24,Mafia III,10,2016,2856212,134571 hours,79661,1429,26090,3844,181,21.22
25,Gears of War 4,10,2016,2791837,158079 hours,33818,1239,27314,3757,212,17.66
26,NBA 2K17,10,2016,2451866,180904 hours,20329,638,32477,3299,243,13.55
27,SMITE,10,2016,2449484,111857 hours,22475,292,15885,3296,150,21.9
28,Poker,10,2016,2447449,34844 hours,14246,109,2284,3294,46,70.24
29,Call of Duty: Infinite Warfare,10,2016,2322863,47336 hours,105093,1331,41557,3126,63,49.07
30,Grand Theft Auto V,10,2016,2260843,287165 hours,24434,895,63714,3042,386,7.87
31,Magic: The Gathering,10,2016,2245408,12723 hours,29319,45,963,3022,17,176.48
32,Tom Clancy's Rainbow Six Siege,10,2016,1987765,217913 hours,16291,681,40220,2675,293,9.12
33,Super Smash Bros. Melee,10,2016,1915017,11870 hours,73990,59,1943,2577,15,161.33
34,Paragon,10,2016,1888727,165127 hours,7639,595,14008,2542,222,11.44
35,Rocket League,10,2016,1845929,118822 hours,16169,314,31860,2484,159,15.54
36,Path of Exile,10,2016,1771011,57212 hours,10418,142,4244,2383,77,30.96
37,Clash Royale,10,2016,1372984,25486 hours,41849,82,5221,1847,34,53.87
38,Battlerite,10,2016,1288272,52409 hours,23207,187,7912,1733,70,24.58
39,Super Mario Maker,10,2016,1277331,15086 hours,10895,48,1148,1719,20,84.67
40,Titanfall 2,10,2016,1261248,20947 hours,52321,379,5388,1697,28,60.21
41,The Elder Scrolls V: Skyrim,10,2016,1128642,82520 hours,25627,1011,13985,1519,111,13.68
42,ARK: Survival Evolved,10,2016,1071427,59716 hours,4085,147,4829,1442,80,17.94
43,DayZ,10,2016,1056363,41576 hours,30751,132,4167,1421,55,25.41
44,Pok<U+00E9>mon Omega Ruby/Alpha Sapphire,10,2016,1045599,25356 hours,10041,68,1938,1407,34,41.24
45,Music,10,2016,952941,21159 hours,5169,61,3989,1282,28,45.04
46,Super Smash Bros. for Wii U,10,2016,919976,15867 hours,25836,75,1931,1238,21,57.98
47,Rust,10,2016,917013,47298 hours,11664,183,5666,1234,63,19.39
48,Halo 5: Guardians,10,2016,854603,50190 hours,16198,150,8162,1150,67,17.03
49,Stardew Valley,10,2016,835842,27048 hours,12154,83,3969,1124,36,30.9
50,Farming Simulator 17,10,2016,832912,37534 hours,37242,512,4782,1121,50,22.19
51,TwitchCon 2016,10,2016,829794,725 hours,125427,40,155,1116,0,1144.54
52,Dungeons & Dragons,10,2016,804960,12197 hours,28497,71,1229,1083,16,66
53,Warcraft III,10,2016,800116,16943 hours,10016,50,1030,1076,22,47.22
54,The Binding of Isaac: Afterbirth,10,2016,769057,17886 hours,9088,56,2666,1035,24,43
55,Shadow Warrior 2,10,2016,768859,14698 hours,28683,197,3011,1034,19,52.31
56,Games + Demos,10,2016,706628,5577 hours,31676,22,1547,951,7,126.7
57,Lineage II: The Chaotic Throne - The 1st Throne: The Kamael,10,2016,658488,26741 hours,9718,108,1473,886,35,24.62
58,7 Days to Die,10,2016,641569,68996 hours,5308,194,8652,863,92,9.3
59,Dragon Ball: Xenoverse 2,10,2016,638162,17756 hours,23590,306,7097,858,23,35.94
60,Paladins,10,2016,629493,61379 hours,30632,191,13024,847,82,10.26
61,Tom Clancy's The Division,10,2016,624169,76637 hours,6148,278,11095,840,103,8.14
62,Black Desert Online,10,2016,580679,30969 hours,2330,75,2535,781,41,18.75
63,Social Eating,10,2016,573924,5628 hours,15690,23,3026,772,7,101.98
64,Retro,10,2016,555806,20721 hours,4975,55,1470,748,27,26.82
65,Madden NFL 17,10,2016,549860,167015 hours,4571,642,24423,740,224,3.29
66,World of Warships,10,2016,537113,29464 hours,3647,85,2980,722,39,18.23
67,The Legend of Zelda: Ocarina of Time,10,2016,534738,8373 hours,6042,64,853,719,11,63.86
68,Tibia,10,2016,503982,17877 hours,4024,50,1349,678,24,28.19
69,Jackbox Party Packs,10,2016,499764,7729 hours,40145,90,1788,672,10,64.66
70,Final Fantasy XIV: Heavensward,10,2016,494996,60401 hours,15156,291,7242,666,81,8.2
71,Dark Souls,10,2016,493285,21700 hours,8504,67,3097,663,29,22.73
72,Summoners War: Sky Arena,10,2016,481697,12015 hours,2822,41,803,648,16,40.09
73,Star Citizen,10,2016,470922,9357 hours,39998,49,1487,633,12,50.33
74,EVE Online,10,2016,460904,7855 hours,11012,24,763,620,10,58.68
75,Diablo III,10,2016,449332,49080 hours,7685,415,6932,604,66,9.16
76,osu!,10,2016,436520,63980 hours,8343,178,13341,587,86,6.82
77,Shadowverse,10,2016,422110,8704 hours,21393,45,1112,568,11,48.5
78,Outlast,10,2016,407451,20991 hours,21623,232,7652,548,28,19.41
79,Tale of Wuxia,10,2016,404179,1406 hours,6357,10,67,543,1,287.47
80,Casino Games,10,2016,395228,5581 hours,6198,21,382,531,7,70.82
81,Bloodborne,10,2016,391008,27792 hours,6778,73,4954,526,37,14.07
82,Mortal Kombat X,10,2016,370960,16091 hours,19811,58,4275,499,21,23.05
83,The Elder Scrolls Online,10,2016,370605,20552 hours,8507,80,4275,498,27,18.03
84,Call of Duty: Modern Warfare 2,10,2016,367527,4436 hours,29917,37,1356,494,5,82.85
85,Diablo II: Lord of Destruction,10,2016,357536,8507 hours,3068,31,681,481,11,42.03
86,Fallout 4,10,2016,348195,79092 hours,4027,203,14616,468,106,4.4
87,Blade & Soul,10,2016,343718,27401 hours,3889,77,2040,462,36,12.54
88,Garry's Mod,10,2016,339482,21526 hours,8058,83,4997,456,28,15.77
89,DOOM,10,2016,333051,16908 hours,5307,53,4970,448,22,19.7
90,Until Dawn,10,2016,330677,2873 hours,15767,44,1640,445,3,115.1
91,Forza Horizon 3,10,2016,329762,50930 hours,4198,248,12159,443,68,6.47
92,Dead Space,10,2016,318430,6604 hours,9785,54,1349,428,8,48.22
93,The Elder Scrolls: Legends,10,2016,315590,6603 hours,13392,23,751,424,8,47.79
94,World of Final Fantasy,10,2016,315263,20899 hours,4220,240,2924,424,28,15.09
95,Board Games,10,2016,311641,1264 hours,10532,12,165,419,1,246.55
96,M.U.G.E.N,10,2016,294084,1796 hours,691,6,56,395,2,163.74
97,Dark Souls II,10,2016,293005,3350 hours,4912,20,614,394,4,87.46
98,The Last of Us,10,2016,291015,26491 hours,9486,93,5155,391,35,10.99
99,Miscreated,10,2016,288996,10495 hours,27105,49,1472,388,14,27.54
100,Dragon Quest Builders,10,2016,288913,18307 hours,14812,109,2414,388,24,15.78
101,WWE 2K17,10,2016,284459,30735 hours,7523,246,5784,382,41,9.26
102,RimWorld,10,2016,283416,11435 hours,4832,36,1189,381,15,24.78
103,Super Mario 64,10,2016,279790,9974 hours,7051,37,1204,376,13,28.05
104,Sid Meier's Civilization V,10,2016,276386,11983 hours,6887,48,2301,371,16,23.06
105,Vainglory,10,2016,276019,7062 hours,5582,25,681,371,9,39.09
106,Kerbal Space Program,10,2016,275767,10261 hours,3443,37,1530,371,13,26.88
107,FTL: Faster Than Light,10,2016,264615,3286 hours,5585,15,636,356,4,80.53
108,The Witcher 3: Wild Hunt,10,2016,263992,34403 hours,5755,106,6195,355,46,7.67
109,Alien: Isolation,10,2016,263311,9398 hours,9862,74,2554,354,12,28.02
110,Call of Duty 4: Modern Warfare,10,2016,261369,7951 hours,9178,64,2385,351,10,32.87
111,Euro Truck Simulator 2,10,2016,257691,31268 hours,4152,132,4026,346,42,8.24
112,Guild Wars 2,10,2016,256835,20791 hours,2184,75,2324,345,27,12.35
113,My Summer Car,10,2016,255203,5099 hours,39005,61,936,343,6,50.05
114,Dead Space 2,10,2016,253866,2629 hours,14097,15,520,341,3,96.56
115,Kartrider,10,2016,252028,2526 hours,3771,22,441,339,3,99.77
